Name,MapDate,DSCI
CONUS,20240430,61
CONUS,20240507,56
CONUS,20240514,51
CONUS,20240521,45
CONUS,20240528,44
CONUS,20240604,43
CONUS,20240611,45
CONUS,20240618,53
CONUS,20240625,65
CONUS,20240702,71
CONUS,20240709,74
CONUS,20240716,79
CONUS,20240723,75
CONUS,20240730,76
CONUS,20240806,82
CONUS,20240813,82
CONUS,20240820,89
CONUS,20240827,104
CONUS,20240903,107
CONUS,20240910,117
CONUS,20240917,120
CONUS,20240924,121
CONUS,20241001,115
CONUS,20241008,133
CONUS,20241015,146
CONUS,20241022,155
CONUS,20241029,176
CONUS,20241105,167
CONUS,20241112,159
CONUS,20241119,146
CONUS,20241126,137
CONUS,20241203,137
CONUS,20241210,138
CONUS,20241217,129
CONUS,20241224,130
CONUS,20241231,125
CONUS,20250107,121
CONUS,20250114,120
CONUS,20250121,122
CONUS,20250128,126
CONUS,20250204,137
CONUS,20250211,141
CONUS,20250218,133
CONUS,20250225,133
CONUS,20250304,139
CONUS,20250311,138
CONUS,20250318,141
CONUS,20250325,143
CONUS,20250401,141
CONUS,20250408,126
CONUS,20250415,128
CONUS,20250422,130
CONUS,20250429,124
CONUS,20250506,121
CONUS,20250513,117
CONUS,20250520,112
CONUS,20250527,109
CONUS,20250603,104
CONUS,20250610,100
CONUS,20250617,98
CONUS,20250624,102
CONUS,20250701,104
CONUS,20250708,102
CONUS,20250715,102
CONUS,20250722,100
CONUS,20250729,101
CONUS,20250805,99
CONUS,20250812,104
CONUS,20250819,110
CONUS,20250826,112
CONUS,20250902,120
CONUS,20250909,124
CONUS,20250916,137
CONUS,20250923,141
